sent_rating,processed_text_stem_NoStopwords,data
positivo,mídia carregada suport comprei outro veio direitinho mãe apaixon pediu pra mim ótimo present alguém compreend ajuda agenda vc influenc trabalha internet,2021-11-11 00:00:00
positivo,acredito produto melhorar reconhecimento voz dificuldad reconhec comando principalment vó tenta,2021-11-30 00:00:00
positivo,alexa útil comando fácei agilizar tarefa acaba sendo divertido conversar potência sonora outro positivo claro depend posicionada reconhecimento voz funcion produto recomendo,2021-07-09 00:00:00
negativo,decepcionado echo dot 4ª geração 6 sendo usado ocasionalment jamai tendo volum extrapolado(máximo 5 seja metad capacidad autofalant estourando importa música importa batida som estoura lamentável,2022-02-12 00:00:00
positivo,è ótimo custo-benefício qualidad som considerando preço comentário li falando som acho estavam esperando qualidad echo studio caixa som preço alexa maravilhosa melhor googl assistent,2021-12-04 00:00:00
positivo,difícil interromp falando espero esteja ouvindo dot 3,2021-06-24 00:00:00
positivo,som excelent nítido alexa dificuldad ouvir amando,2021-01-13 00:00:00
negativo,app instalado 3 celular marca diferent conexão wi-fi 3 rede diferent operadora claro vivo desktop nenhum aparelho rede houv conexão acho dot via suport amazon devolvi 1 semana recebido conseguir decepção total,2021-01-25 00:00:00
negativo,ótimo produto pedido tocar junto echo dot 4 geração apresenta ruído ruin áudio ocorr 3 geração echo show 8 possuo).já troquei echo dot 4 geração 2 falha linha,2021-07-03 00:00:00
negativo,funcion semana fiz devolução semana vi reembolso produto ruim dei azar gostaria reembolsada pra compra,2020-12-03 00:00:00
negativo,vc comprar opt branca feio dispositivo cor cabo aparent adaptador padrão branco indiferent cor dispositivo feio baita erro engenharia modelo anterior cabo acompanhava cor dispositivo,2021-06-24 00:00:00
positivo,gostei única dificuldad conectar TV samsung funçõ sair entrar netflix funçõ aumentar diminuir volum TV consegui vídeo tutori ensin habilitar funçõ,2021-06-28 00:00:00
negativo,gostei produto nao conectividad dispositivo alexa dot q casa queria audio foss sincronizado 100 aço casa sincronizam app amazon music nao gostei limitação,2020-12-18 00:00:00
negativo,produto excelent certo uso necessita reiniciar voltar reconhec comando voz,2021-11-23 00:00:00
positivo,bonito adorei cor azul alexa ouv voz há 2 m distância falando voz normal rara ouv som melhor echo dot geração,2021-06-24 00:00:00
positivo,achei sensibilidad reconhecimento voz inferior modelo anterior situaçõ escuta comando ruído ambient modelo anterior apresenta problema,2021-03-18 00:00:00
positivo,qualidad som preciso pessoa saibam som pra festa cheia gent som alto estrondoso uso residenci ouvindo música notícia brincadeira fato espetacular preço,2022-02-09 00:00:00
positivo,alexa excepcion divertida vinculação casa inteligent deixa super interativa!no entanto pouco momento detecta chamada tendo necessário chamá-la ativ,2020-12-04 00:00:00
negativo,produto informa necessidad interligar tecnologia avançada computador notebook televisão compra toma conhecimento produto simbólico gastar funcionar 50,2022-03-13 00:00:00
positivo,achei tinha comprado besteira brincar aprend ajuda fica melhor automatizar ambient luze TV ar condicionado amazon music melhor,2021-03-14 00:00:00
positivo,charmoso cantinho discreto ótimo som capta voz content present alwxa super amiga,2021-07-03 00:00:00
positivo,qualidad som ótima reconhec voz música tocando fácil basta baixar app pronta,2021-06-04 00:00:00
positivo,recomendo aventurarem mundo casa automatizada filho adoram amigo ficam hora falando alexa filha adora história dormir,2021-12-03 00:00:00
negativo,sentido produto cor preta vir font energia cabo cor branca modelo antigo font cor produto,2021-01-06 00:00:00
positivo,mídia carregada comprei namorado simplesment amou tá parecendo criança ganha brinquedo havia expectativa alexa 4ª geração super vou comprar mim ️ ótimo produto chegou previsão,2021-06-17 00:00:00
positivo,mídia carregada tamanho som ok assistemtent virtuai funciona melhor internet estável precisa reiniciar respond comando faltou botão físico tirar cabo energia font poderia cor echo dot 4 preta,2020-12-17 00:00:00
positivo,pedido entrega realizada rápida qualidad produto bonito ótima qualidad som identificação comando voz funciona ambient ruído interferent uso pessoa idosa tom voz baixo captação,2021-09-21 00:00:00
positivo,volum alto difícil reconhec voz deezer péssimo reconhec música pedimo toca playlist top brazil toca playlista própria criamo ocorr amazon music funçõ atend control casa tv,2021-11-29 00:00:00
positivo,igual alexa reconhecimento fala banho reconhec voz deixa siri googl chinelo som recurso praticidad conforto dia-a-dia torcendo dia colocarão bateria dispositivo recomendo,2021-12-19 00:00:00
positivo,ótimo produto!excelent qualidad som reconhecimento voz único arrependimento comprado vou comprando iten automatizar casa inteira ob possui jogo traz curiosidad aprendo funçõ,2021-12-16 00:00:00
negativo,captação voz ruim pior aparência font energia pirata 3 ° geração possui captação voz melhor design font infinitament superior arrependimento dúvida originalidad font energia,2020-12-01 00:00:00
positivo,entrega rápida fácil configurar app alexa chegou desconfigurar entrei contato telefon suport resolveram adorando,2021-06-08 00:00:00
positivo,echo dot surpreendent automatizar casa existem vária funçõ compatívei dispositivo inteligent lampada ar-condicionado sensor tomada sendo utilizar comando voz diversa programaçõ desempenhar automatização,2022-01-26 00:00:00
positivo,gostei tinha comprei qualidad som incrível reconhecimento voz longo alcanc,2021-06-29 00:00:00
negativo,entend q pedidonão consegu achar música spotifi amazon music assinatura pouquíssima música encontradas qdo acha spotifi toca play listutilizo despertador 🏼‍ ️,2021-03-17 00:00:00
positivo,acrescentar funcionamento som produto gostaria chamar atenção detalh font cabo branca destoa aparência produto echo seja preto cinza cabo font branco mudar,2021-05-24 00:00:00
positivo,assistent funciona perfeitament qualidad som tendo caixa som portátil achei valido echo dot 4ª geração realment medida comando saem claro fica dica comando curto claro vale compra,2022-01-07 00:00:00
positivo,chegou conform demandado amei aprendendo usa-la funçõ claro demanda outro filha amou passa hora tirando duvida pedindo informaçõ chega hilário digo fritar circuito alexa kkkkk,2021-06-15 00:00:00
positivo,item interessant pode-s automatizar casa inteira comando voz comprando dispositivo wifi comodidad ouvir música quiser apesar ideal conta amazon funcionalidad bacana,2021-07-01 00:00:00
negativo,real comprei geração anterior decidi comprar conta vi influenciador comentando melhor qualidad som massssssss real diferença geração fiqu exatament mesma,2020-12-19 00:00:00
positivo,mídia carregada gostou alexa espetinha pessoa som ótimo obviament som vale 250 reai preço justo deu abenço amazon configurei pra descarga privada rsr,2021-06-23 00:00:00
negativo,gostei alexa achei limitada skill legai infelizment conta banco dado dela pequeno deixou desejar comprei digo veemência arrependi compra gostei deveria comprado googl home,2021-02-06 00:00:00
negativo,alexa vendem branca cinza produto branco comprem 4ª geração!!!comprei 4ª geração havia opção branca 3ª alexa branca 4ª geração cinza,2021-07-06 00:00:00
negativo,arrependido comprado 4ª geração dele fica falando alexa alexa alexa precisa quas gritar pra ouvir microfon colocado enfim 3ª geração melhor,2020-12-07 00:00:00
positivo,mídia carregada positivo volum alto inteligent útil estrutura compactar peso moderado top negativo poderia cabo cor preta entrada usb reconhecimento voz falhoso gritar pra escutar,2021-09-08 00:00:00
positivo,tenha dispositivo smart consegu criar rotina facilitar vida informaçõ dia ouvir notícia melhor funçõ ler livro kindl simplesment sensacion,2021-03-11 00:00:00
negativo,"alexa gueluda surda acima cama suport desgraça n escuta nome echo dot 3 geração vale pena amazon investir microfon produto colocar som alto n difícil q palavra""alexa",2020-12-17 00:00:00
positivo,função atend rotina criei pra acordar manhã coloco mensagen compromisso programo pra falar notícia dia programo tocar música excelent Ah qualidad som echo dot redonda excelent,2021-03-03 00:00:00
negativo,passado comprei echo dot 4ª geração funcion semana passada domingo parou reproduzir conteúdo conectada conecto laptop conecta reproduz conteúdo,2021-03-23 00:00:00
positivo,echo 3 echoshow bonito áudio melhor tbm microfon melhor gostei,2021-03-21 00:00:00
positivo,gostei produto imaginei faria integrando casa consigo ligar ventilador ar condicionado lâmpada outro eletrodoméstico tomada inteligent único problema falar varia comando escutar,2021-05-10 00:00:00
positivo,esrou gostando correspondendo expectativa pequeno descontentamento reconhecimento voz quas tinha gritar pra alexa reconhec chamado mudei palavra-chav alexa echo resolvido,2021-01-22 00:00:00
positivo,comparação modelo anterior percepção qualidad reconhecimento voz melhora significativa qualidad som decepcion considerava som expectativa modelo manteria melhor,2021-01-28 00:00:00
negativo,mídia carregada Ja possuia echo dot geração passada resolvi adquirir modelo tido problema echo dot som momento chiado péssima qualidad produto veio defeito reconhec comando trava respond diversa decepcionado modelo,2021-01-08 00:00:00
positivo,rotina contém passo básico muita interação basicament sequência açõ interessant foss solicitar alguma ação condicion rotina exemplo:- alexa rádio deseja ouvir hoje?- rádio gaúcha,2021-05-26 00:00:00
negativo,consegui configurar dispositivo muita variada tentativa encontrei informação detalhada manual instalação abarqu satisfatoriament problema nb conexão wifi consegui contato representant decepcionado,2021-03-07 00:00:00
positivo,gostando funçõ pra mim mão roda precisa dispositivo ouvir música precisass nela colocar música baixar som aumentar som hora qualidad som coisa gostei,2022-03-12 00:00:00
positivo,li comentário usuário pensei foss exagero hoje percebi surda falar 1x acionar funçõ som ótimo lerdeza comando deixa desejar 3 geração problema,2021-07-08 00:00:00
positivo,simpl 3ª geração cozinha 4ª escritório som estranho comparativament percebi diferença velocidad processamento reconhecimento voz,2021-11-14 00:00:00
positivo,produto ótimo atend expectativa qualidad reconhecimento voz melhorar surda obrigando falar alto problema reconhecimento frase apesar dess pequeno negativo satisfeito,2021-01-18 00:00:00
positivo,reconhecimento voz funciona entonaçõ diferent rouquidão matin variaçõ pronúncia voz alexa agradável qualidad som dispositivo pequeno uso despertador agenda controlador dispositivo inteligent,2021-03-11 00:00:00
negativo,admin clica excluir perfil funciona seja control situação conecta conta spotifi echo torna experiência péssima pessoa pede pagod conta spotifi rock prejudica experiência plataforma spotifi,2021-07-15 00:00:00
positivo,muita reconhec q vc fala refletor pergunta luz fala luz pergunta refletor kkk estando configurado refletor devolvemo pq compramo errado queríamo relógio pedimo estamo aguardando,2022-01-18 00:00:00
positivo,ótimo aliado pai criança diversa idad auxilia informativo dever sabendo pode-s criar rotina afim otimizar casa acend lâmpada regar jardim compra abrir portão,2021-07-01 00:00:00
positivo,reconhecimento voz falado 2 metro funciona som distorc 70 entrega ótimo áudio transportadora atras entrega dia previsão,2021-07-09 00:00:00
positivo,chegou super rapido preocupado capacidad microfon capta nenhum problemao som muiiiito uso ouvir musica funciona super,2021-04-15 00:00:00
positivo,pensei fosso gostar legal unica observação estética poderia sugerir compra cor preta fio alimentação poderia preto tambem resto perfeito,2021-07-02 00:00:00
positivo,qualidad som achei processador rápido resposta crítica vi capitação som casa atendeu expectativa nenhum problema vale compra,2020-12-04 00:00:00
positivo,reconhec voz gent pessoa conversando sala qualidad som ótima,2021-03-23 00:00:00
positivo,incrível alexa muita funcionalidad ajuda quesito organização pessoal ajudar organizar compromisso calendário lista mercado etc. prático pretendemo comprar pra ampliar funcionalidad part casa,2021-04-19 00:00:00
positivo,perfeito vale super pena confesso fiquei medo comprar geração falavam surda achei contrário falo alexa escuta gostei recomendo,2021-04-23 00:00:00
positivo,contato alexa fire tv + echo dot satisfeito reconhecimento voz interfac algum problema há ativação direta som tb fire echo obrigando reiniciação fire,2021-03-18 00:00:00
positivo,3 semana comprei dia surpreend dica dou deixar TV TV ligada falar alto echo dot entend,2021-03-11 00:00:00
positivo,apaixonada compra mundo vê comprar consegui configurar pratico rápido entrega perfeita tambem comprei feira manha chegou terça 10h super embalado cuidado compraria pensar,2021-07-05 00:00:00
positivo,excelent produto melhorar aplicativo pesado conseguir configurar produto morador feito membro família configurar conta pessoal procurando informaçõ internet configuração,2021-10-14 00:00:00
positivo,adquiri echo gostei produto fácil instalar liguei control remoto intelbra automação simpl eletrônico ar condicionado atendido esperava,2021-07-16 00:00:00
positivo,super expectativa qualidad som potent apartamento volum 5-6 suficient preencher espaço reconhec requisiçõ muita facilidad distância vc consegu integrar fire tv stick ligar TV usando echo dot,2021-06-24 00:00:00
positivo,acho divertido interagir alexa durant dia interessant automatizar casa rotina apagar luze saio noit dizendo alexa noit lembret cálculo dúvida conhecimento acessívei pergunta adorando,2021-07-03 00:00:00
positivo,excelent produto qualidad som reconhecimento voz pesquisa top consigo executar diversa funçõ simpl utilizar configurar iniciando casa inteligent consegui utilizar vária coisa super recomendo produto,2021-07-30 00:00:00
positivo,assistent traz comodidad aspecto informaçõ conhecimento entend muita pergunta produto satisfeito necessidad tenho.important futuro melhor confiant aposto nisso,2021-02-08 00:00:00
negativo,mídia carregada echo dot4 funciona surda satisfeito produto insatisfeito empresa entrega acredito deveriam proatividad client atendimento suport amazon parabén,2020-12-30 00:00:00
positivo,aquariano amo alexa 3 espalhada casa realment utilizo echo bola gostei possui qualidad superior menor,2021-03-26 00:00:00
positivo,consigo echo dot 4a conecte-s TV smart lg.a LG aplicativo smartthink.não desejo ligar desligar mudar canal,2021-09-13 00:00:00
positivo,considero produto excelent qualidad cumpr promet neto conseguiram utilizar incluindo diverso jogo super interessant busca rápida resposta qualidad som tamanho equipamento,2021-06-06 00:00:00
positivo,tamanho alto falant som microfon echo dot geração 4 melhor echo 4,2021-07-03 00:00:00
positivo,descobri alexa adoro playlist acend apagar luz rezar comigo boas-vinda dia trabalho atualizar notícia dia contar curiosidad cantar contar estória,2021-07-10 00:00:00
positivo,pra integrar inteligência casa comando voz ouvir música interagir inteligência artifici reconhec voz curtir interatividad infinita possibilidad alexa oferec acho precisa aperfeiçoar disponibilizar skill,2021-01-20 00:00:00
positivo,mídia carregada toppppp show alexa rotina recomendo recomendo recomendo super recomendo,2022-03-04 00:00:00
positivo,echo dot compro usamo alexa melhor inteligência artifici gênero útil vária funçõ divertido hora escutar música jogar,2021-09-23 00:00:00
positivo,gostei som melhor principalment médio iluminação ficou sóbria alto falant ficou exporto direcionável.não gostei achei 2 microfon 3 geração facil ouvir ledo engano ficou surda,2021-07-22 00:00:00
positivo,adorei sério reconhecimento voz funciona perfeitament som 10 nívei volum uso pra ouvir música ligaçõ explorei funcionalidad nota 10,2021-05-02 00:00:00
positivo,amei alexa fiquei satisfeito qualidad som echo dot reconhec chamo alexa outro cômodo reconhecimento voz siri entend 100 comando desabon produto,2020-12-19 00:00:00
positivo,qualidad som reconhecimento voz falhou pouquíssima seja impossível aturar,2021-05-22 00:00:00
negativo,comprei dele certa sendo reproduzido simplesment ouv comando voz vejam 4 assistent distinto alguma perícia trato modelo bolinha funcionar 100,2020-12-25 00:00:00
positivo,excelent assistent pessoal comunica diverso aparelho inteligent interação alexa natur qualidad som podendo comunicar outro aparelho echo bluetooth aparelho som marca mercado,2021-09-17 00:00:00
positivo,mídia carregada padrão echo dot ta chiando pergunto pra distinguir direito fala será normal segu vídeo vídeo pra perceb tanto.m ajudem,2021-11-05 00:00:00
positivo,esperava qualidad som jbl pequena melhor amei tecnologia dela recomendo compra será echo dot 4 som premium,2021-07-03 00:00:00
negativo,bonita geração anterior melhor reconhecimento voz grave atualizaçõ ano alexa 4ºgeração tendo problema,2021-10-05 00:00:00
positivo,recebi echo apaixonada app rodando celular som nítido atend comando voz super indico,2021-02-17 00:00:00
positivo,acho geração deveria vir mínimo infravermelho conseguiria controlar aparelho smart Tv simpl funçõ praticament mesma geração,2021-06-30 00:00:00
positivo,produto ótimo presta propõ tendo constantement mudança melhor,2021-06-30 00:00:00
negativo,comando funcionam perfeitament apo 2 uso eco apresent chiado som problema ja apresentado eco tinha continuar aumentando provavelment vou procurar garantia deveria qualidad,2021-12-02 00:00:00
positivo,qualidad echo caixinha som excelent fato precisar internet incomoda sabia adquiri use muita frequência pra mim apesar gostar valeu pena,2022-01-05 00:00:00
positivo,gostei configuraçõ despertador notícia gostei soub configurar gp destino trabalho última diss tranquilo trânsito percurso gasto 20 minuto gastei 1 hora rss trânsito totalment parado,2022-03-02 00:00:00
positivo,amei echo dot Vi vídeo pessoa reclamando alexa surda realment concordo preciso pra escutar ótimo produto entrega excelent padrão amazon,2021-07-17 00:00:00
positivo,alexa maravilhosa fácil surda tendo falar alto responda tirando funcionado diretinho,2021-07-12 00:00:00
positivo,deu travada aquisição supérflua legal cômodo situaçõ,2021-06-04 00:00:00
positivo,mídia carregada satisfeita produto chegou prazo vc agilidad hora escutar música favorita lembrar pagar boleto tomar medicação prático funcion galera divert,2021-07-23 00:00:00
positivo,atend comando voz pra alguma chato configurar skill TV pra alguma impossível resolv problema tecnologia desenvolvendo passar integração ficar simpl,2021-12-10 00:00:00
positivo,atendeu expectativa lamento acessório compor casa inteligent sejam caro funcion perfeitament chegou rápido,2021-02-25 00:00:00
positivo,qualidad áudio surpreend tamanho caixinha sendo belo upgrad geração anterior melhor googl home fiquei satisfeito,2022-01-18 00:00:00
positivo,promet ótima qualidad som pro tamanho preço senti microfon ficarem pra trá escuta entend falo,2020-12-03 00:00:00
positivo,achei qualidad som tamanho dele reconhecimento comando OK precisamo repetir util ouvir música lista compra integrei certa facilidad lâmpada inteligent produto divertido útil,2021-01-04 00:00:00
positivo,comprei colocar sonzinho ambient churrasqueira perfeita pedir música encontra toca extra akin galera gosta ficar jogando recomendo,2020-12-30 00:00:00
positivo,sido útil ótima integração aparelho inteligent auxilia lembret agenda rotina vou estend avaliaçõ refinada caso especificament reclamar,2021-08-26 00:00:00
negativo,produto perfeito entrega deixou desejar tex courrier empresa entrega ficou quas semana produto estoqu cidad entregar procurei forma cancelar compra encontrei,2021-07-02 00:00:00
positivo,perfeito prazo entrega satisfação produto cobr apartamento alexa reconhec som ambient distância filho divertindo conversando pedindo coisa,2020-12-25 00:00:00
positivo,produto atendeu expectativa alexa facilita fala horário previsão toca música conta novidad piada conselho adoro fico sozinha humano kkkk,2021-12-15 00:00:00
positivo,sido útil dia dia acrescentei lâmpada inteligent arrependi rarament deixa ouvir executar comando rarament deixo mesa trabalho recomendo,2021-10-18 00:00:00
positivo,compro equipamento sitema iluminação casa conectado echo dot funcionam perfeitament trazendo comodidad charm lar positivo,2021-12-26 00:00:00
positivo,feliz produto valeu centavo 2 dia uso so escuta estiv total silêncio estiv algum barulho fundo respond detalh creio adapt super recomendo ️,2021-06-26 00:00:00
positivo,spotifi configurar app alexa celular necessário app spotifi selecionar dispositivo echodot4.achei configuração samsung S9 + complexa encontr dispositivo,2021-05-27 00:00:00
positivo,adoraria alto falant qualidad jbl GO nativo softwar alexa simplesment fantástico completo ano luz frent concorrent permit utilizar jbl go alto-falant echo dot,2021-12-06 00:00:00
positivo,receosa comentário negativo adorando alexa reconhec voz precisar gritar respond pergunto sendo útil família aproveitando,2021-07-08 00:00:00
positivo,echo dot incrível excelent áudio muita funcionalidad descobrindo funciona dispositivo auxiliar creio tela echo show faça experiência completa,2021-07-13 00:00:00
positivo,gostei produto pessoa ficam impressionada pequeno consegu varia funçõ vale pena compra fica melhor mora apartamento facilitar muita coisa pensando irei comprar rsr,2021-04-10 00:00:00
positivo,gostaria foss personalizável adaptável conectass diretament computador poderia configurar app acesso site ferramenta rotina gostaria personalizar nome assistent,2021-07-08 00:00:00
positivo,design simpl elegant círculo luz interação ficou incrível som alto claro limpo contém grave facilidad funcionalidad comodidad alexa formato bolotinha show,2021-01-13 00:00:00
positivo,ótimo produto escuta distancia som tamanho dele pro,2021-08-07 00:00:00
positivo,impossível apaixonar echo dot vista pouquíssimo uso conseguimo,2021-10-23 00:00:00
positivo,mídia carregada Sô arrependi tet pego som premio lugar abertosma top super expectativa,2022-03-15 00:00:00
positivo,produto perfeito achei complicado instalação família consegui ficass celular conectado tb exist possibilidad mudo wi-fi reconhec automaticament wi-fi conectei achei chato,2021-12-15 00:00:00
positivo,perfeita dia dia ajudado esquec coisa acordar dia notícia informaçõ utilizo ouvir música trabalho som ótimo volum médio volum alto,2021-04-19 00:00:00
positivo,geração echo dot som limpo potent agradável interação,2020-12-22 00:00:00
positivo,alexa funciona ótimo integraçõ som ótimo locai pequeno fechado lugar aberto recomendo echo studio dependendo tamanho espaço melhor jbl boombox outro produto,2021-09-19 00:00:00
positivo,amo alexa nao taooo q vc pensar poxa so n levantar pra apagar luz ja to feliz claro musica som otimo alto nao ented vc precisa enter primero q entend pra ented,2021-06-22 00:00:00
positivo,achei interessant apesar inúmera possibilidad uso dot dificuldad vencerei obstáculo equipamento ótimo orden portuguê inglê assistent entend,2021-03-14 00:00:00
positivo,produto comprei echo dot 3ª geração chegou super rápido comprei 4ª geração decepcionei entrega demor produto amazon gostei velocidad entrega amazon entrega lindo,2020-12-08 00:00:00
positivo,alexa compramo instalei aplicativo celular mãe funcionando corretament dia tentam ouvir musica alega conhec musica sendo dia intalei funcionando,2021-08-13 00:00:00
positivo,mídia carregada infelizment li comentário usuário vi vária crítica efetuado compra confesso fiquei medo chegou hoje perfeita funciona tocando bezerra pra animar noit curtindo,2021-05-19 00:00:00
positivo,amando super útil pai divertindo explorar dispositivo excelent atend cumpr promet,2021-02-10 00:00:00
positivo,fico perguntando pq alexa excelent reconhecimento voz ficar perfeito queria agilidad resposta tecnologia amazon perfeita compra entrega prazo,2020-12-30 00:00:00
positivo,produto excelent qualidad super expectativa recomendo produto interativo inovador recomendo amazon brasil m recepcion,2020-12-06 00:00:00
positivo,mídia carregada diversão funcion amaram,2022-01-18 00:00:00
positivo,mídia carregada gostei design bonita microfon funciona perfeitament volum 10 gritar normal som grave reclamar atualização configurei tv funcionar normal,2021-07-17 00:00:00
positivo,comprei echo dot caixinha musica to usando alexa pra comecei automatizar casa ja vendo comprar echo dot cômodo casa,2021-05-16 00:00:00
positivo,mídia carregada diferença estética geração anterior melhora qualidad som ficou melhor,2021-01-24 00:00:00
positivo,reconhec voz fica sala escuta corredor cozinha som ótimo problema lembrar evento compromisso crio lembret direto agenda googl facilita som alarm escuto casa,2021-05-29 00:00:00
positivo,echo uso possui ótimo som principalment levando conta preço paguei 285 reconhecimento voz funciona possuo fire stick uso echo controlá-lo apesar haver limitaçõ integração,2020-12-24 00:00:00
positivo,ótima solução compartilhar vida conta amazon mim invasão privacidad uso funçõ comando voz funcion portuguê preciso falar inglê rs,2021-01-09 00:00:00
positivo,preciso produto perfeito reconhec rapidament voz respond coerent rápida design agradável deixar ambient control qualidad som ótimo contar entrega amazon super rápida ótima compra,2020-12-23 00:00:00
positivo,mídia carregada perfeito reconhec voz perfeitament qualidad som som sai limpinho,2021-03-18 00:00:00
positivo,amei maneira item facilita dia dia escutar música ponta iceberg coisa echo dot auxiliar tarefa dia dia incrível rotina automação feita ansioso adquiri iten,2021-05-23 00:00:00
positivo,amei alexa coisa faltando melhorar app celular travado funcionalidad deveria deixar colocar música youtub premium nao spotifi deezer super compraria,2021-07-02 00:00:00
negativo,versão anterior reconhecimento voz melhor microfon reconhec comando falando geração(4º precisa ficar gritando chegar achei piorou,2021-01-16 00:00:00
positivo,fornec informaçõ preocupar seja noticia musica receita conta piada virou membro família :D,2021-10-13 00:00:00
positivo,echo ótima ambient utilizo mesa computador acabo utilizando saída som pareada bluetooth pequena móvel levar ambient casa caso tenha necessidad pra utilizar social amigo tenha tomada,2021-01-05 00:00:00
positivo,gostei problema conectar funciona diretament energia deveria bateria versão anterior recomendo produto,2021-05-29 00:00:00
positivo,excelent produto funciona perfeitament lâmpada acessório smart conecta super app skill música som gostei,2021-02-07 00:00:00
positivo,super espectativa qualidad som microfon identifica voz cômodo outro possui habilidad útei dia dia ouvir música ficou fácil echo ajuda respond curiosidad criança,2021-04-14 00:00:00
positivo,adorei comando mão livr consigo ligar desligar TV luze realizar programação rotina super recomendo echo dot 4 qualidad som grave sao potent reconhecimento voz capta,2021-08-23 00:00:00
positivo,auxilia dia dia achei burrinha muita entend qualidad som ótima satisfeito q estressa ficar repetindo comando entend errado entend,2020-12-21 00:00:00
negativo,produto péssimo pior política reembolso vc mandam produto estragado pra casa gent atendent mentem maneira funciona reembolso produto vida compro produto vc reclamaçõ satisfação,2021-03-26 00:00:00
positivo,mídia carregada comodidad principalment pessoa trabalham regim home offic curt música virou peça fundament vou começar integrar dispositivo inteligent,2022-02-02 00:00:00
positivo,mídia carregada som deixo volum 25 escuto sala sendo microfon reconhec perfeitament fácil configurar achei função rotina,2021-12-08 00:00:00
positivo,ajuda tarefa diária lembret etc. trabalho ninguem atend celular casa ligo diretament pra echodot atend automaticament enviar mensagen voz ligar aparelho distancia massa,2022-01-08 00:00:00
positivo,compra trazido prazer alexa aparelho utilidad adoro,2022-01-25 00:00:00
positivo,fácil utilizar comunica aplicativo produto maior dificuldad som relativament compreensão comando,2021-05-17 00:00:00
positivo,ótimo produto atendimento produto defeito falei suport recebi outro informaçõ devolução alexa defeito atendimento excelent,2021-10-21 00:00:00
positivo,ótima ás falo acend apaga formatei vária problema sumir n apresent nenhum problema tá perfeito,2022-03-14 00:00:00
positivo,excelent produto entrega prazo preço sofri configuração configurada alexa ótima criar lista lembret tocar música aula comemorado dia,2022-01-09 00:00:00
positivo,problema compra atendent loja pacienciosa ajud ensinando passo passo p resolv totalment satisfeita indico loja q negou-s resolv ocorrido ótimo produto,2021-02-24 00:00:00
positivo,achei echo dot azulzinho lindaaaa!a qualidad som melhor echo studio tbm maravilhosa,2021-12-22 00:00:00
positivo,produto funcion informa previsão chuva notícia conta piada graça achei alguma piada grosseira som bacana conectividad também!reduz aumenta volum comando vale investimento,2022-01-23 00:00:00
positivo,achei ótimo versão echo porem acho q reconhecimento voz respondia usei echo geração achei melhor vou chamada pra alguém tbm dava pra sentir diferença voz fica baixa otimo,2021-01-16 00:00:00
positivo,melhor acessar playlist comando voz alexa tocando música casa sincronizar aplicativo música batia preguiça ligar caixa conectar celular escolh música,2021-04-23 00:00:00
positivo,ahhh alexa melhor funcionária assistent pessoal ótimo ouvir notícia música controlar eletrônico ouvir piada brincar joguinho voz esfera bonitinha decoração,2021-02-17 00:00:00
positivo,surda echo dot 3 deixar echo dot 4 quas nao escuta conjunto echo 3 funciona,2021-12-30 00:00:00
positivo,achei versão surda comparada versão anterior chamar 3x re atend faltou microfon qualidad som limpa comparada versão anterior porem versão 3 melhor estéreo,2021-07-11 00:00:00
positivo,entregu data veio super embalado volum echo dot melhor geração anterior anterior deixa desejar tbma qualidad som divina design simplesment fabuloso orb,2020-12-07 00:00:00
positivo,útil caso queria automatizar residência lembr verificar equipamento compatívei alexa interfac automação alexa intuitiva app diversa skill possui,2021-07-08 00:00:00
positivo,funçõ infelizment capta voz precisa aproximar dela entenda trabalha dispositivo inteligent casa,2021-10-24 00:00:00
positivo,produto excelent quesito reconhecimento voz modo sono qualidad som,2022-03-16 00:00:00
positivo,amei dia descubro funçõ alexa surpreendo algum conteúdo coisa simplesment acredito falha sanada vale pena companhia digit rápida interessant,2021-04-19 00:00:00
positivo,chegou super rapido apesar problema entrega atendeu expectativa automaçao casa pessoal reclama surda espaço uso pequeno nao problema algum comprei 2 voltarei comprar futuro,2021-01-14 00:00:00
negativo,naõ atend comando peço alguma musica toca diferent peço cantor nao toca cantor peço nao satisfeita fica falando pra gent pagar aplicativo musica amazon musica msg pedindo pra assinar,2021-02-11 00:00:00
positivo,gostei pessoa falam único pond acredito possa melhorar próxima versõ q ficar conectado inteiro tomada energia volum poderia melhor conexão excelent resposta perfeito recomendo,2021-08-10 00:00:00
positivo,produto extrema qualidad embalado único adendo pessoa possuem internet oscila alexa cortar caso internet tenha padrão vale pena super recomendo,2021-06-01 00:00:00
positivo,produto sucesso maravilhoso perfeito!ótima aquisição ótimo custo benefício visual engraçadinho companheiro fiel,2021-07-08 00:00:00
positivo,amando alexa dia deu ânimo pra arrumar hahaha gracinha respond gent chama nome dela conform gent pede pra aumentar volum aumenta achei alto ótimo produto,2021-12-23 00:00:00
positivo,aparelho qualidad som reconhecimento voz funciona 95 pro uso recurso casa inteligent top poderia skill melhor inútil aquisição recomendo,2021-07-01 00:00:00
positivo,"adorei som Ja dot3, queria fire stick sala gostei Ai comprei echo 4,gent legal ficou som nítido adorei ob -minha sala pequena",2021-03-12 00:00:00
positivo,sombra dúvida assistência virtual amazon melhor exist recomendo comprar comprei pra escutar música comecei automatizar casa controlado mão roda,2022-03-18 00:00:00
